Meter,SampleDate,SampleId,Region,SiteCode,TidalHeight,Transect,Blade,LongestBladeLength,LongestBladeWidth,SheathLength,ScannedBladeLength,ScannedBladeWidth,PrevalenceHand,GrazingScars,BrokenTip,EpiphyteDryMass,BladeAreaHand,Notes,Year,NumberLeaves,Prevalence,LesionArea,HealthyArea,BladeArea,Severity,EpiphytePerAreagcm2,EpiphytePerAreamgcm2,CanopyHeight,Epifauna_all,Epifauna_large,TempAnomWarm_April,TempAnomWarm_May,EpiphytePerAreaMeadowMg,TempAnomWarm_June,MonthlyMeanTemp_June,DensityLog,Ampithoid_all,Ampithoid_large,Lacuna_all,Lacuna_large,Idoteid_all,Idoteid_large,Latitude,Richness_all,Richness_large,TidalHeightBinary,YearBinary,Meadow
m8,2019-07-15,AK.B.5.L.17,AK,B,L,5,17,481,5,140,411,5,NA,0,N,0.002,20.55,NA,2019,NA,0,0,13.62035111,20.55,0,9.732360097323601e-5,0.09732360097323602,0.7422666666666666,-0.13070140473523417,-0.4037966956525435,8.85541414141415,6.144070707070671,0.30070232715657336,12.9115252525251,11.4032,2.3321016669697596,-2,-2,-0.9190542349863076,-1.0585177786600788,-1.8122817180235788,-1.8122817180235788,55.73959433333333,26,25,0,0,AK_B
m12,2019-07-15,AK.B.5.L.18,AK,B,L,5,18,629,5,166,580,5,NA,0,N,0.002,29,NA,2019,NA,0,0,22.18843932,29,0,6.896551724137931e-5,0.06896551724137931,0.7422666666666666,-0.13070140473523417,-0.4037966956525435,8.85541414141415,6.144070707070671,0.30070232715657336,12.9115252525251,11.4032,2.3321016669697596,-2,-2,-0.9190542349863076,-1.0585177786600788,-1.8122817180235788,-1.8122817180235788,55.73959433333333,26,25,0,0,AK_B
m16,2019-07-15,AK.B.5.L.19,AK,B,L,5,19,929,6,346,929,6,NA,0,N,0.005,55.74,NA,2019,NA,0,0,51.15562035,55.74,0,8.970218873340509e-5,0.08970218873340509,0.7422666666666666,-0.13070140473523417,-0.4037966956525435,8.85541414141415,6.144070707070671,0.30070232715657336,12.9115252525251,11.4032,2.3321016669697596,-2,-2,-0.9190542349863076,-1.0585177786600788,-1.8122817180235788,-1.8122817180235788,55.73959433333333,26,25,0,0,AK_B
m20,2019-07-15,AK.B.5.L.20,AK,B,L,5,20,673,6,245,443,6,NA,0,Y,0.005,26.58,NA,2019,NA,0,0,23.67238233,26.58,0,1.8811136192626037e-4,0.18811136192626038,0.7422666666666666,-0.13070140473523417,-0.4037966956525435,8.85541414141415,6.144070707070671,0.30070232715657336,12.9115252525251,11.4032,2.3321016669697596,-2,-2,-0.9190542349863076,-1.0585177786600788,-1.8122817180235788,-1.8122817180235788,55.73959433333333,26,25,0,0,AK_B
m4,2019-07-15,AK.B.6.L.16,AK,B,L,6,16,886,5,23,866,5,NA,1,N,0.005,43.3,NA,2019,NA,0,0,38.47724155,43.3,0,1.1547344110854505e-4,0.11547344110854504,0.7422666666666666,-0.13070140473523417,-0.4037966956525435,8.85541414141415,6.144070707070671,0.30070232715657336,12.9115252525251,11.4032,2.3321016669697596,-2,-2,-0.9190542349863076,-1.0585177786600788,-1.8122817180235788,-1.8122817180235788,55.73959433333333,26,25,0,0,AK_B
m8,2019-07-15,AK.B.6.L.17,AK,B,L,6,17,1046,6,27,1046,6,NA,0,N,0.004,62.76,NA,2019,NA,0,0,58.14457415,62.76,0,6.373486297004462e-5,0.06373486297004462,0.7422666666666666,-0.13070140473523417,-0.4037966956525435,8.85541414141415,6.144070707070671,0.30070232715657336,12.9115252525251,11.4032,2.3321016669697596,-2,-2,-0.9190542349863076,-1.0585177786600788,-1.8122817180235788,-1.8122817180235788,55.73959433333333,26,25,0,0,AK_B
m12,2019-07-15,AK.B.6.L.18,AK,B,L,6,18,698,5.5,65,690,6,NA,0,N,0.00900000000000001,41.4,NA,2019,NA,0,0,34.38913531,41.4,0,2.1739130434782634e-4,0.21739130434782633,0.7422666666666666,-0.13070140473523417,-0.4037966956525435,8.85541414141415,6.144070707070671,0.30070232715657336,12.9115252525251,11.4032,2.3321016669697596,-2,-2,-0.9190542349863076,-1.0585177786600788,-1.8122817180235788,-1.8122817180235788,55.73959433333333,26,25,0,0,AK_B
m16,2019-07-15,AK.B.6.L.19,AK,B,L,6,19,506,3,55,366,3.5,NA,0,N,0.004,12.81,NA,2019,NA,0,0,11.30629242,12.81,0,3.12256049960968e-4,0.312256049960968,0.7422666666666666,-0.13070140473523417,-0.4037966956525435,8.85541414141415,6.144070707070671,0.30070232715657336,12.9115252525251,11.4032,2.3321016669697596,-2,-2,-0.9190542349863076,-1.0585177786600788,-1.8122817180235788,-1.8122817180235788,55.73959433333333,26,25,0,0,AK_B
m20,2019-07-15,AK.B.6.L.20,AK,B,L,6,20,430,3,35,340,3,NA,0,N,0.004,10.2,NA,2019,NA,0,0,9.08677792,10.2,0,3.921568627450981e-4,0.3921568627450981,0.7422666666666666,-0.13070140473523417,-0.4037966956525435,8.85541414141415,6.144070707070671,0.30070232715657336,12.9115252525251,11.4032,2.3321016669697596,-2,-2,-0.9190542349863076,-1.0585177786600788,-1.8122817180235788,-1.8122817180235788,55.73959433333333,26,25,0,0,AK_B
m4,2019-07-16,AK.C.1.U.16,AK,C,U,1,16,250,3,40,207,2,NA,0,N,0.001,4.14,NA,2019,NA,0,0,6.738184256,6.738184256,0,1.4840793335527334e-4,0.14840793335527333,0.6308666666666667,-0.03933453678681913,-0.3483636623723932,9.15442424242424,5.65959595959599,0.145091835107545,12.8139696969695,11.417366666666666,2.5352941200427703,-1.9160980767072737,-2,-0.9838085079705073,-1.333975545166987,-1.505825324632839,-1.5300235798889943,55.7073165,28,23,1,0,AK_C
m8,2019-07-16,AK.C.1.U.17,AK,C,U,1,17,275,5,60,93,4,NA,0,N,0.001,3.72,NA,2019,NA,0,0,10.17931263,10.17931263,0,9.823846033108819e-5,0.0982384603310882,0.6308666666666667,-0.03933453678681913,-0.3483636623723932,9.15442424242424,5.65959595959599,0.145091835107545,12.8139696969695,11.417366666666666,2.5352941200427703,-1.9160980767072737,-2,-0.9838085079705073,-1.333975545166987,-1.505825324632839,-1.5300235798889943,55.7073165,28,23,1,0,AK_C
m12,2019-07-16,AK.C.1.U.18,AK,C,U,1,18,609,5,20,416,5,NA,0,N,0.001,20.8,NA,2019,NA,0,0,20.39377146,20.8,0,4.807692307692308e-5,0.04807692307692308,0.6308666666666667,-0.03933453678681913,-0.3483636623723932,9.15442424242424,5.65959595959599,0.145091835107545,12.8139696969695,11.417366666666666,2.5352941200427703,-1.9160980767072737,-2,-0.9838085079705073,-1.333975545166987,-1.505825324632839,-1.5300235798889943,55.7073165,28,23,1,0,AK_C
m16,2019-07-16,AK.C.1.U.19,AK,C,U,1,19,413,4,80,368,4,NA,0,N,0.004,14.72,NA,2019,NA,0,0,12.50065225,14.72,0,2.717391304347826e-4,0.2717391304347826,0.6308666666666667,-0.03933453678681913,-0.3483636623723932,9.15442424242424,5.65959595959599,0.145091835107545,12.8139696969695,11.417366666666666,2.5352941200427703,-1.9160980767072737,-2,-0.9838085079705073,-1.333975545166987,-1.505825324632839,-1.5300235798889943,55.7073165,28,23,1,0,AK_C
m20,2019-07-16,AK.C.1.U.20,AK,C,U,1,20,208,4,71,177,3,NA,1,N,0.001,5.31,NA,2019,NA,1,0.199371584,5.605847142,5.805218726,0.0343435094197345,1.7225879802276379e-4,0.17225879802276378,0.6308666666666667,-0.03933453678681913,-0.3483636623723932,9.15442424242424,5.65959595959599,0.145091835107545,12.8139696969695,11.417366666666666,2.5352941200427703,-1.9160980767072737,-2,-0.9838085079705073,-1.333975545166987,-1.505825324632839,-1.5300235798889943,55.7073165,28,23,1,0,AK_C
m4,2019-07-16,AK.C.2.U.16,AK,C,U,2,16,322,2,72,322,2,NA,1,N,9.9999999999994e-4,6.44,NA,2019,NA,0,0,8.77486656,8.77486656,0,1.139618469594072e-4,0.11396184695940721,0.6308666666666667,-0.03933453678681913,-0.3483636623723932,9.15442424242424,5.65959595959599,0.145091835107545,12.8139696969695,11.417366666666666,2.5352941200427703,-1.9160980767072737,-2,-0.9838085079705073,-1.333975545166987,-1.505825324632839,-1.5300235798889943,55.7073165,28,23,1,0,AK_C
m8,2019-07-16,AK.C.2.U.17,AK,C,U,2,17,381,3,58,381,3,NA,0,N,0.002,11.43,NA,2019,NA,1,3.325496448,8.84587808,12.171374528,0.273222752315259,1.6431997843785356e-4,0.16431997843785356,0.6308666666666667,-0.03933453678681913,-0.3483636623723932,9.15442424242424,5.65959595959599,0.145091835107545,12.8139696969695,11.417366666666666,2.5352941200427703,-1.9160980767072737,-2,-0.9838085079705073,-1.333975545166987,-1.505825324632839,-1.5300235798889943,55.7073165,28,23,1,0,AK_C
m12,2019-07-16,AK.C.2.U.18,AK,C,U,2,18,415,5,96,415,5,NA,3,N,0.002,20.75,NA,2019,NA,1,2.07274537,16.31941809,20.75,0.0998913431325301,9.63855421686747e-5,0.09638554216867469,0.6308666666666667,-0.03933453678681913,-0.3483636623723932,9.15442424242424,5.65959595959599,0.145091835107545,12.8139696969695,11.417366666666666,2.5352941200427703,-1.9160980767072737,-2,-0.9838085079705073,-1.333975545166987,-1.505825324632839,-1.5300235798889943,55.7073165,28,23,1,0,AK_C
m16,2019-07-16,AK.C.2.U.19,AK,C,U,2,19,402,4,78,388,3,NA,1,N,0.001,11.64,NA,2019,NA,1,0.1592635584,12.4147373,12.5740008584,0.0126661004873087,7.952918178242011e-5,0.0795291817824201,0.6308666666666667,-0.03933453678681913,-0.3483636623723932,9.15442424242424,5.65959595959599,0.145091835107545,12.8139696969695,11.417366666666666,2.5352941200427703,-1.9160980767072737,-2,-0.9838085079705073,-1.333975545166987,-1.505825324632839,-1.5300235798889943,55.7073165,28,23,1,0,AK_C
m20,2019-07-16,AK.C.2.U.20,AK,C,U,2,20,395,3,58,260,3,NA,0,N,0.001,7.8,NA,2019,NA,1,1.040058093,6.793914816,7.833972909,0.132762533784759,1.2764915217554015e-4,0.12764915217554015,0.6308666666666667,-0.03933453678681913,-0.3483636623723932,9.15442424242424,5.65959595959599,0.145091835107545,12.8139696969695,11.417366666666666,2.5352941200427703,-1.9160980767072737,-2,-0.9838085079705073,-1.333975545166987,-1.505825324632839,-1.5300235798889943,55.7073165,28,23,1,0,AK_C
m4,2019-07-16,AK.C.3.U.16,AK,C,U,3,16,718,4,61,626,4,NA,0,Y,0.005,25.04,NA,2019,NA,0,0,29.63449157,29.63449157,0,1.6872231427319878e-4,0.16872231427319878,0.6308666666666667,-0.03933453678681913,-0.3483636623723932,9.15442424242424,5.65959595959599,0.145091835107545,12.8139696969695,11.417366666666666,2.5352941200427703,-1.9160980767072737,-2,-0.9838085079705073,-1.333975545166987,-1.505825324632839,-1.5300235798889943,55.7073165,28,23,1,0,AK_C
m8,2019-07-16,AK.C.3.U.17,AK,C,U,3,17,534,3,54,435,4,NA,0,N,0.001,17.4,NA,2019,NA,0,0,15.35957604,17.4,0,5.7471264367816097e-5,0.0574712643678161,0.6308666666666667,-0.03933453678681913,-0.3483636623723932,9.15442424242424,5.65959595959599,0.145091835107545,12.8139696969695,11.417366666666666,2.5352941200427703,-1.9160980767072737,-2,-0.9838085079705073,-1.333975545166987,-1.505825324632839,-1.5300235798889943,55.7073165,28,23,1,0,AK_C
m12,2019-07-16,AK.C.3.U.18,AK,C,U,3,18,371,3,72,280,3,NA,4,Y,0.00600000000000001,8.4,NA,2019,NA,1,0.039191168,9.628622784,9.667813952,0.00405377763727988,6.206159975553499e-4,0.6206159975553499,0.6308666666666667,-0.03933453678681913,-0.3483636623723932,9.15442424242424,5.65959595959599,0.145091835107545,12.8139696969695,11.417366666666666,2.5352941200427703,-1.9160980767072737,-2,-0.9838085079705073,-1.333975545166987,-1.505825324632839,-1.5300235798889943,55.7073165,28,23,1,0,AK_C
m16,2019-07-16,AK.C.3.U.19,AK,C,U,3,19,581,5,64,452,4,NA,0,Y,0.002,18.08,NA,2019,NA,0,0,22.91119277,22.91119277,0,8.729357829937198e-5,0.08729357829937198,0.6308666666666667,-0.03933453678681913,-0.3483636623723932,9.15442424242424,5.65959595959599,0.145091835107545,12.8139696969695,11.417366666666666,2.5352941200427703,-1.9160980767072737,-2,-0.9838085079705073,-1.333975545166987,-1.505825324632839,-1.5300235798889943,55.7073165,28,23,1,0,AK_C
m20,2019-07-16,AK.C.3.U.20,AK,C,U,3,20,705,6,74,675,5,NA,0,Y,0.005,33.75,NA,2019,NA,1,0.322338368,39.22845354,39.550791908,0.00814998518233968,1.2641971901929585e-4,0.12641971901929586,0.6308666666666667,-0.03933453678681913,-0.3483636623723932,9.15442424242424,5.65959595959599,0.145091835107545,12.8139696969695,11.417366666666666,2.5352941200427703,-1.9160980767072737,-2,-0.9838085079705073,-1.333975545166987,-1.505825324632839,-1.5300235798889943,55.7073165,28,23,1,0,AK_C
m4,2019-07-16,AK.C.4.L.16,AK,C,L,4,16,345,3,98,276,3,NA,0,Y,0.002,8.28,NA,2019,NA,0,0,7.305826976,8.28,0,2.4154589371980678e-4,0.24154589371980678,0.6308666666666667,-0.03933453678681913,-0.3483636623723932,9.15442424242424,5.65959595959599,0.145091835107545,12.8139696969695,11.417366666666666,2.5352941200427703,-1.9160980767072737,-2,-0.9838085079705073,-1.333975545166987,-1.505825324632839,-1.5300235798889943,55.7073165,28,23,0,0,AK_C
m8,2019-07-16,AK.C.4.L.17,AK,C,L,4,17,569,5.5,159,569,5.5,NA,0,Y,0.001,31.295,NA,2019,NA,0,0,29.57814977,31.295,0,3.195398625978591e-5,0.031953986259785905,0.6308666666666667,-0.03933453678681913,-0.3483636623723932,9.15442424242424,5.65959595959599,0.145091835107545,12.8139696969695,11.417366666666666,2.5352941200427703,-1.9160980767072737,-2,-0.9838085079705073,-1.333975545166987,-1.505825324632839,-1.5300235798889943,55.7073165,28,23,0,0,AK_C
m12,2019-07-16,AK.C.4.L.18,AK,C,L,4,18,423,3.5,141,423,3.5,NA,0,N,0.002,14.805,NA,2019,NA,0,0,13.74116058,14.805,0,1.3508949679162446e-4,0.13508949679162446,0.6308666666666667,-0.03933453678681913,-0.3483636623723932,9.15442424242424,5.65959595959599,0.145091835107545,12.8139696969695,11.417366666666666,2.5352941200427703,-1.9160980767072737,-2,-0.9838085079705073,-1.333975545166987,-1.505825324632839,-1.5300235798889943,55.7073165,28,23,0,0,AK_C
m16,2019-07-16,AK.C.4.L.19,AK,C,L,4,19,410,4,160,410,4,NA,0,Y,0.005,16.4,NA,2019,NA,0,0,15.62224676,16.4,0,3.0487804878048786e-4,0.30487804878048785,0.6308666666666667,-0.03933453678681913,-0.3483636623723932,9.15442424242424,5.65959595959599,0.145091835107545,12.8139696969695,11.417366666666666,2.5352941200427703,-1.9160980767072737,-2,-0.9838085079705073,-1.333975545166987,-1.505825324632839,-1.5300235798889943,55.7073165,28,23,0,0,AK_C
m20,2019-07-16,AK.C.4.L.20,AK,C,L,4,20,772,5,267,736,5,NA,0,Y,0.005,36.8,NA,2019,NA,1,0.262293184,32.8808686,36.8,0.00712753217391304,1.358695652173913e-4,0.1358695652173913,0.6308666666666667,-0.03933453678681913,-0.3483636623723932,9.15442424242424,5.65959595959599,0.145091835107545,12.8139696969695,11.417366666666666,2.5352941200427703,-1.9160980767072737,-2,-0.9838085079705073,-1.333975545166987,-1.505825324632839,-1.5300235798889943,55.7073165,28,23,0,0,AK_C
m4,2019-07-16,AK.C.5.L.16,AK,C,L,5,16,234,3,68,231,3,NA,0,Y,0.002,6.93,NA,2019,NA,0,0,8.558775808,8.558775808,0,2.3367827886443455e-4,0.23367827886443454,0.6308666666666667,-0.03933453678681913,-0.3483636623723932,9.15442424242424,5.65959595959599,0.145091835107545,12.8139696969695,11.417366666666666,2.5352941200427703,-1.9160980767072737,-2,-0.9838085079705073,-1.333975545166987,-1.505825324632839,-1.5300235798889943,55.7073165,28,23,0,0,AK_C
m8,2019-07-16,AK.C.5.L.17,AK,C,L,5,17,473,3,126,473,3,NA,2,N,0.002,14.19,NA,2019,NA,0,0,17.24477909,17.24477909,0,1.1597713079199554e-4,0.11597713079199554,0.6308666666666667,-0.03933453678681913,-0.3483636623723932,9.15442424242424,5.65959595959599,0.145091835107545,12.8139696969695,11.417366666666666,2.5352941200427703,-1.9160980767072737,-2,-0.9838085079705073,-1.333975545166987,-1.505825324632839,-1.5300235798889943,55.7073165,28,23,0,0,AK_C
m12,2019-07-16,AK.C.5.L.18,AK,C,L,5,18,720,4.5,152,656,4.5,NA,2,Y,0.003,29.52,NA,2019,NA,0,0,27.43797043,29.52,0,1.016260162601626e-4,0.1016260162601626,0.6308666666666667,-0.03933453678681913,-0.3483636623723932,9.15442424242424,5.65959595959599,0.145091835107545,12.8139696969695,11.417366666666666,2.5352941200427703,-1.9160980767072737,-2,-0.9838085079705073,-1.333975545166987,-1.505825324632839,-1.5300235798889943,55.7073165,28,23,0,0,AK_C
m16,2019-07-16,AK.C.5.L.19,AK,C,L,5,19,966,6.5,62,869,6,NA,0,Y,0.003,52.14,NA,2019,NA,0,0,54.04533978,54.04533978,0,5.550894882356127e-5,0.05550894882356127,0.6308666666666667,-0.03933453678681913,-0.3483636623723932,9.15442424242424,5.65959595959599,0.145091835107545,12.8139696969695,11.417366666666666,2.5352941200427703,-1.9160980767072737,-2,-0.9838085079705073,-1.333975545166987,-1.505825324632839,-1.5300235798889943,55.7073165,28,23,0,0,AK_C
m20,2019-07-16,AK.C.5.L.20,AK,C,L,5,20,1038,6,112,1038,6,NA,1,Y,0.005,62.28,NA,2019,NA,1,0.1281443328,57.79879299,62.28,0.00205755190751445,8.028259473346178e-5,0.08028259473346178,0.6308666666666667,-0.03933453678681913,-0.3483636623723932,9.15442424242424,5.65959595959599,0.145091835107545,12.8139696969695,11.417366666666666,2.5352941200427703,-1.9160980767072737,-2,-0.9838085079705073,-1.333975545166987,-1.505825324632839,-1.5300235798889943,55.7073165,28,23,0,0,AK_C
m4,2019-07-16,AK.C.6.L.16,AK,C,L,6,16,769,3,237,769,5,NA,2,N,0.003,38.45,NA,2019,NA,1,0.477574944,35.38504042,38.45,0.0124206747464239,7.802340702210663e-5,0.07802340702210664,0.6308666666666667,-0.03933453678681913,-0.3483636623723932,9.15442424242424,5.65959595959599,0.145091835107545,12.8139696969695,11.417366666666666,2.5352941200427703,-1.9160980767072737,-2,-0.9838085079705073,-1.333975545166987,-1.505825324632839,-1.5300235798889943,55.7073165,28,23,0,0,AK_C
m8,2019-07-16,AK.C.6.L.17,AK,C,L,6,17,517,5,190,426,4.5,NA,0,Y,0.003,19.17,NA,2019,NA,0,0,16.35675756,19.17,0,1.5649452269170578e-4,0.15649452269170577,0.6308666666666667,-0.03933453678681913,-0.3483636623723932,9.15442424242424,5.65959595959599,0.145091835107545,12.8139696969695,11.417366666666666,2.5352941200427703,-1.9160980767072737,-2,-0.9838085079705073,-1.333975545166987,-1.505825324632839,-1.5300235798889943,55.7073165,28,23,0,0,AK_C
m12,2019-07-16,AK.C.6.L.18,AK,C,L,6,18,609,4.5,186,609,4.5,NA,0,Y,0.001,27.405,NA,2019,NA,0,0,25.63708232,27.405,0,3.6489691662105454e-5,0.03648969166210545,0.6308666666666667,-0.03933453678681913,-0.3483636623723932,9.15442424242424,5.65959595959599,0.145091835107545,12.8139696969695,11.417366666666666,2.5352941200427703,-1.9160980767072737,-2,-0.9838085079705073,-1.333975545166987,-1.505825324632839,-1.5300235798889943,55.7073165,28,23,0,0,AK_C
m16,2019-07-16,AK.C.6.L.19,AK,C,L,6,19,503,5,179,457,5,NA,0,Y,0.003,22.85,NA,2019,NA,0,0,19.59705816,22.85,0,1.312910284463895e-4,0.13129102844638948,0.6308666666666667,-0.03933453678681913,-0.3483636623723932,9.15442424242424,5.65959595959599,0.145091835107545,12.8139696969695,11.417366666666666,2.5352941200427703,-1.9160980767072737,-2,-0.9838085079705073,-1.333975545166987,-1.505825324632839,-1.5300235798889943,55.7073165,28,23,0,0,AK_C
m20,2019-07-16,AK.C.6.L.20,AK,C,L,6,20,680,5.5,224,547,5.5,NA,1,N,0.004,30.085,NA,2019,NA,0,0,29.01291605,30.085,0,1.329566229017783e-4,0.1329566229017783,0.6308666666666667,-0.03933453678681913,-0.3483636623723932,9.15442424242424,5.65959595959599,0.145091835107545,12.8139696969695,11.417366666666666,2.5352941200427703,-1.9160980767072737,-2,-0.9838085079705073,-1.333975545166987,-1.505825324632839,-1.5300235798889943,55.7073165,28,23,0,0,AK_C
m4,2019-07-17,AK.D.1.U.16,AK,D,U,1,16,499.5,6.5,144,199,6.5,NA,1,Y,0.001,12.935,NA,2019,NA,1,3.77709376,6.554399251,12.935,0.292005702357944,7.730962504831851e-5,0.07730962504831851,0.5768833333333333,0.6680851299191042,0.20245468757655863,9.263919191919191,8.055696969696978,0.3905334399942537,18.073141414141396,12.039833333333334,2.1292601103909425,-1.5710173100325653,-1.6518995554396954,0.1839621908655003,-0.3548649573404017,-1.1152124516962074,-1.1152124516962074,55.24895733333334,25,22,1,0,AK_D
m8,2019-07-17,AK.D.1.U.17,AK,D,U,1,17,351,4,80,351,4,NA,1,N,0.001,14.04,NA,2019,NA,1,1.48135424,7.685244224,14.04,0.105509561253561,7.122507122507123e-5,0.07122507122507124,0.5768833333333333,0.6680851299191042,0.20245468757655863,9.263919191919191,8.055696969696978,0.3905334399942537,18.073141414141396,12.039833333333334,2.1292601103909425,-1.5710173100325653,-1.6518995554396954,0.1839621908655003,-0.3548649573404017,-1.1152124516962074,-1.1152124516962074,55.24895733333334,25,22,1,0,AK_D
m12,2019-07-17,AK.D.1.U.18,AK,D,U,1,18,354,5,74,281,5,NA,1,N,0.001,14.05,NA,2019,NA,1,1.045217664,9.577764154,14.05,0.0743927162989324,7.117437722419929e-5,0.07117437722419928,0.5768833333333333,0.6680851299191042,0.20245468757655863,9.263919191919191,8.055696969696978,0.3905334399942537,18.073141414141396,12.039833333333334,2.1292601103909425,-1.5710173100325653,-1.6518995554396954,0.1839621908655003,-0.3548649573404017,-1.1152124516962074,-1.1152124516962074,55.24895733333334,25,22,1,0,AK_D
m16,2019-07-17,AK.D.1.U.19,AK,D,U,1,19,213,4.5,63,209,4.5,NA,0,Y,0.001,9.405,NA,2019,NA,0,0,7.9281216,9.405,0,1.0632642211589581e-4,0.10632642211589581,0.5768833333333333,0.6680851299191042,0.20245468757655863,9.263919191919191,8.055696969696978,0.3905334399942537,18.073141414141396,12.039833333333334,2.1292601103909425,-1.5710173100325653,-1.6518995554396954,0.1839621908655003,-0.3548649573404017,-1.1152124516962074,-1.1152124516962074,55.24895733333334,25,22,1,0,AK_D
m20,2019-07-17,AK.D.1.U.20,AK,D,U,1,20,352,5,76,226,5,NA,1,N,0.001,11.3,NA,2019,NA,1,1.939908883,6.81568569,11.3,0.171673352477876,8.849557522123894e-5,0.08849557522123894,0.5768833333333333,0.6680851299191042,0.20245468757655863,9.263919191919191,8.055696969696978,0.3905334399942537,18.073141414141396,12.039833333333334,2.1292601103909425,-1.5710173100325653,-1.6518995554396954,0.1839621908655003,-0.3548649573404017,-1.1152124516962074,-1.1152124516962074,55.24895733333334,25,22,1,0,AK_D
m4,2019-07-17,AK.D.2.U.16,AK,D,U,2,16,476,6,97,476,6,NA,1,N,0.001,28.56,NA,2019,NA,1,2.835247296,23.34745519,28.56,0.0992733647058824,3.50140056022409e-5,0.035014005602240904,0.5768833333333333,0.6680851299191042,0.20245468757655863,9.263919191919191,8.055696969696978,0.3905334399942537,18.073141414141396,12.039833333333334,2.1292601103909425,-1.5710173100325653,-1.6518995554396954,0.1839621908655003,-0.3548649573404017,-1.1152124516962074,-1.1152124516962074,55.24895733333334,25,22,1,0,AK_D
m8,2019-07-17,AK.D.2.U.17,AK,D,U,2,17,386,5,83,386,5,NA,3,N,0.138,19.3,NA,2019,NA,1,0.75775584,15.18005173,19.3,0.0392619606217617,0.007150259067357514,7.1502590673575135,0.5768833333333333,0.6680851299191042,0.20245468757655863,9.263919191919191,8.055696969696978,0.3905334399942537,18.073141414141396,12.039833333333334,2.1292601103909425,-1.5710173100325653,-1.6518995554396954,0.1839621908655003,-0.3548649573404017,-1.1152124516962074,-1.1152124516962074,55.24895733333334,25,22,1,0,AK_D
